Age,Income,SpendingScore,ZipCode,Country,IDNumber
55,55000,100.0,40004,USA,112955
45,65000,90.0,40004,Germany,101459
25,35000,60.0,20002,France,134802
65,95000,30.0,50005,Germany,132204
50,65000,30.0,20002,Germany,129308
60,95000,100.0,50005,Canada,113397
55,45000,70.0,40004,France,103103
40,55000,30.0,30003,Germany,105779
65,65000,100.0,50005,USA,137567
35,55000,90.0,20002,USA,105189
55,25000,50.0,40004,Germany,135498
55,25000,80.0,30003,Canada,105956
65,85000,90.0,30003,Canada,119862
25,65000,50.0,10001,UK,120750
40,25000,10.0,30003,France,137444
50,75000,60.0,30003,Canada,139573
60,45000,50.0,20002,UK,105491
50,55000,90.0,10001,USA,130284
65,65000,20.0,50005,Germany,129007
70,85000,80.0,40004,Canada,107752
65,85000,10.0,10001,Canada,117481
25,75000,80.0,30003,USA,135199
40,55000,90.0,50005,USA,113253
45,95000,90.0,10001,France,123908
70,75000,100.0,50005,UK,108066
40,95000,30.0,40004,Germany,132930
70,75000,100.0,20002,Canada,108131
65,35000,100.0,40004,Germany,102137
55,75000,50.0,20002,France,134096
55,25000,10.0,20002,USA,116823
40,45000,70.0,10001,Canada,120257
55,25000,30.0,50005,Canada,121402
65,65000,30.0,20002,Germany,112962
70,85000,30.0,20002,France,126410
25,95000,70.0,20002,Germany,105618
55,45000,50.0,30003,USA,127801
65,45000,50.0,50005,USA,105278
25,65000,30.0,20002,Canada,128005
65,75000,100.0,30003,France,137958
25,55000,60.0,10001,USA,107013
50,75000,20.0,20002,USA,101331
40,45000,100.0,40004,France,113523
40,35000,80.0,30003,France,107285
65,65000,30.0,10001,Germany,100830
55,95000,60.0,30003,Canada,119870
45,25000,50.0,30003,UK,134241
70,55000,20.0,20002,Canada,101195
60,85000,10.0,30003,UK,127807
65,65000,100.0,20002,Canada,118964
55,85000,90.0,20002,UK,111769
60,75000,90.0,30003,France,104178
60,45000,80.0,10001,Canada,119271
65,25000,100.0,20002,Canada,119406
50,75000,20.0,20002,Germany,109428
25,25000,30.0,30003,USA,139751
70,65000,100.0,30003,Canada,133723
45,85000,70.0,50005,USA,112997
30,45000,70.0,40004,France,113524
45,85000,50.0,10001,France,133507
55,65000,100.0,20002,USA,122392
65,95000,90.0,20002,USA,131018
45,55000,50.0,20002,Germany,124508
35,85000,50.0,30003,UK,125133
65,25000,10.0,40004,France,131710
70,65000,30.0,40004,Canada,123437
25,45000,30.0,10001,UK,101764
50,55000,30.0,30003,Canada,138037
25,35000,50.0,20002,Germany,109240
60,35000,20.0,50005,UK,119882
35,35000,60.0,50005,USA,110185
35,75000,30.0,30003,UK,112690
60,65000,40.0,30003,Canada,111629
45,55000,80.0,20002,UK,117759
25,45000,50.0,10001,Canada,109539
50,85000,80.0,40004,France,117127
55,65000,40.0,20002,Germany,139359
40,75000,60.0,50005,UK,121345
60,95000,60.0,20002,Germany,125968
55,25000,10.0,20002,Canada,107883
40,35000,40.0,50005,France,106614
65,75000,90.0,20002,Canada,109301
60,45000,10.0,30003,USA,124933
60,95000,10.0,40004,Canada,126063
55,35000,90.0,30003,USA,128777
35,55000,80.0,40004,France,122980
60,85000,60.0,10001,Canada,114785
30,45000,40.0,30003,France,131560
70,85000,70.0,20002,USA,137415
55,75000,60.0,50005,France,100018
45,35000,50.0,10001,Canada,135832
40,65000,70.0,50005,France,126824
35,55000,90.0,30003,France,106342
25,75000,100.0,50005,UK,125744
30,55000,10.0,30003,USA,108274
60,35000,40.0,30003,USA,101421
50,95000,80.0,40004,USA,135144
60,35000,80.0,50005,Canada,101100
60,95000,50.0,20002,USA,130357
65,45000,30.0,40004,Germany,132370
50,95000,80.0,50005,Germany,115694
25,75000,10.0,10001,Germany,112447
40,55000,80.0,30003,USA,102326
70,45000,30.0,50005,France,106565
55,35000,40.0,30003,USA,103175
25,55000,50.0,30003,Germany,116414
25,55000,70.0,30003,UK,112112
35,55000,50.0,40004,UK,114708
40,45000,60.0,20002,Canada,130654
25,65000,70.0,40004,France,115290
45,35000,90.0,30003,Germany,101811
65,25000,20.0,30003,Germany,111072
30,95000,70.0,40004,Canada,124690
35,85000,80.0,50005,USA,103950
65,85000,40.0,50005,Germany,133510
70,75000,50.0,10001,USA,127492
30,45000,90.0,10001,USA,125093
25,75000,70.0,20002,Germany,118777
35,35000,10.0,10001,Canada,121411
50,95000,10.0,50005,Canada,113018
65,65000,20.0,40004,USA,123779
60,35000,30.0,20002,Canada,117679
35,65000,100.0,40004,UK,131176
70,85000,20.0,20002,UK,127871
45,95000,100.0,40004,Canada,135540
70,45000,10.0,20002,France,109026
35,35000,30.0,10001,France,133075
35,75000,90.0,10001,USA,126501
25,85000,100.0,20002,UK,103924
45,75000,80.0,20002,France,121755
30,55000,50.0,30003,France,128823
45,75000,30.0,20002,UK,102796
40,35000,70.0,30003,France,128161
45,85000,50.0,40004,France,123122
50,45000,10.0,10001,USA,118434
25,65000,70.0,40004,Canada,120955
40,95000,60.0,10001,USA,134022
65,25000,30.0,50005,Canada,102527
70,85000,20.0,40004,Canada,109832
70,35000,20.0,10001,Germany,113349
45,35000,60.0,20002,USA,118694
70,95000,40.0,50005,UK,122342
60,35000,70.0,20002,Germany,134113
70,35000,90.0,30003,France,111697
35,75000,90.0,40004,Canada,117563
40,35000,60.0,50005,USA,112999
70,95000,30.0,20002,Canada,128821
40,35000,90.0,40004,USA,125502
55,45000,100.0,50005,USA,120275
55,55000,40.0,20002,USA,103596
45,65000,80.0,20002,Canada,130120
70,95000,60.0,50005,UK,100405
55,25000,60.0,10001,Germany,116750
35,55000,20.0,10001,USA,127798
60,95000,40.0,50005,France,115112
40,65000,10.0,50005,France,124992
35,25000,30.0,40004,Germany,123688
45,75000,60.0,40004,Canada,113354
55,95000,50.0,10001,USA,128314
40,65000,50.0,50005,Germany,127162
70,35000,30.0,30003,France,136028
25,35000,10.0,40004,Canada,107731
35,35000,70.0,20002,USA,115223
65,65000,80.0,50005,USA,119269
40,85000,80.0,30003,USA,109045
35,25000,90.0,20002,Canada,113158
70,95000,70.0,30003,Canada,108941
65,55000,10.0,10001,USA,131413
65,45000,60.0,20002,Canada,121349
55,75000,20.0,20002,France,136016
35,95000,70.0,20002,USA,114372
70,65000,20.0,40004,UK,126903
55,35000,10.0,40004,Canada,115916
55,65000,70.0,10001,UK,107085
60,25000,60.0,20002,USA,134348
40,55000,70.0,30003,Germany,126432
50,85000,80.0,50005,UK,119821
30,85000,20.0,10001,USA,112978
55,55000,20.0,50005,Germany,117902
30,85000,10.0,50005,UK,113617
65,75000,10.0,40004,Canada,101324
45,55000,60.0,50005,USA,112351
55,25000,30.0,20002,Canada,100792
25,95000,20.0,50005,USA,124409
65,45000,60.0,10001,Canada,125710
25,25000,100.0,20002,France,108763
35,25000,10.0,30003,France,128462
35,45000,100.0,20002,UK,101312
60,35000,60.0,50005,France,106039
40,35000,50.0,40004,France,119415
30,35000,90.0,40004,France,135848
55,35000,50.0,50005,UK,133509
30,85000,30.0,10001,France,122500
35,35000,60.0,50005,Germany,134323
25,85000,60.0,50005,UK,100429
25,35000,100.0,30003,UK,137356
55,65000,90.0,30003,USA,127739
30,95000,70.0,20002,Canada,132068
65,35000,90.0,10001,France,104256
40,45000,90.0,20002,UK,113295
55,85000,10.0,30003,Canada,113435
35,35000,40.0,50005,USA,135575
55,65000,50.0,40004,Canada,111241
40,55000,40.0,10001,USA,121712
55,65000,100.0,40004,France,112152
60,25000,30.0,40004,Germany,138381
35,95000,90.0,50005,France,118798
65,65000,50.0,20002,Canada,121775
60,45000,60.0,30003,France,118156
50,25000,30.0,30003,Canada,100264
30,45000,50.0,10001,USA,131678
40,35000,20.0,50005,Canada,102164
40,45000,70.0,50005,Germany,129798
60,25000,90.0,40004,USA,115029
70,55000,70.0,50005,UK,108476
25,45000,80.0,10001,USA,131982
50,75000,90.0,20002,Germany,114454
35,35000,40.0,10001,Canada,110621
65,75000,50.0,30003,Canada,100485
45,95000,10.0,50005,Germany,113883
55,75000,60.0,40004,USA,130270
50,35000,100.0,40004,Germany,133074
65,75000,70.0,20002,Germany,105802
55,75000,80.0,10001,Germany,127228
65,55000,70.0,20002,UK,115799
35,35000,50.0,40004,Germany,125591
65,55000,50.0,50005,UK,130182
50,35000,10.0,50005,UK,110193
45,65000,60.0,20002,USA,105108
65,65000,70.0,10001,UK,101403
50,95000,40.0,20002,France,106410
35,55000,90.0,20002,Canada,114335
25,25000,20.0,20002,France,100969
70,65000,10.0,20002,France,123860
65,25000,70.0,40004,USA,117913
25,65000,20.0,10001,France,136390
35,55000,30.0,40004,USA,104818
50,95000,70.0,10001,Canada,128683
35,45000,10.0,30003,France,115439
30,25000,70.0,20002,UK,110224
30,25000,30.0,30003,Canada,138529
60,65000,80.0,40004,Germany,122854
25,25000,20.0,30003,France,127265
65,35000,100.0,10001,France,126751
50,85000,90.0,50005,France,134436
70,35000,10.0,50005,France,124274
25,25000,70.0,40004,UK,113022
45,85000,60.0,30003,Canada,134341
35,45000,100.0,10001,Canada,135701
35,65000,10.0,20002,Canada,135455
60,35000,100.0,40004,France,109267
45,25000,60.0,50005,Germany,134600
25,65000,80.0,20002,Canada,127361
65,35000,60.0,20002,Germany,105703
50,65000,100.0,10001,Canada,126029
60,65000,10.0,10001,UK,109878
60,45000,30.0,20002,Germany,117458
35,55000,40.0,20002,France,121290
70,55000,20.0,10001,USA,139501
45,25000,100.0,50005,France,129155
25,65000,30.0,30003,France,117605
65,95000,60.0,40004,France,101534
60,35000,80.0,50005,USA,130458
60,35000,70.0,10001,Germany,119845
70,65000,20.0,40004,France,100758
30,25000,50.0,50005,UK,139640
25,45000,30.0,30003,Canada,123424
40,95000,100.0,20002,UK,126461
50,55000,10.0,30003,USA,116354
30,85000,40.0,30003,Canada,119868
40,65000,70.0,50005,USA,122382
55,95000,10.0,10001,UK,130847
60,25000,60.0,20002,USA,131738
50,55000,20.0,50005,Germany,137554
35,25000,90.0,30003,USA,104492
65,85000,60.0,20002,France,112278
65,75000,80.0,30003,USA,114715
45,65000,70.0,30003,France,129834
25,25000,50.0,50005,France,102600
65,45000,100.0,40004,USA,101788
55,95000,40.0,10001,France,108268
40,65000,30.0,40004,UK,105211
50,65000,40.0,40004,Canada,109772
50,85000,80.0,10001,Canada,119715
50,65000,30.0,40004,UK,122290
50,35000,60.0,30003,France,139741
40,85000,80.0,30003,Canada,120624
55,45000,70.0,50005,France,101909
30,25000,10.0,30003,France,101159
25,95000,40.0,40004,Canada,114978
65,55000,70.0,30003,France,119836
60,35000,90.0,50005,Germany,123204
70,65000,50.0,10001,Canada,113276
25,25000,20.0,20002,UK,110945
65,95000,80.0,50005,USA,138332
30,65000,80.0,50005,France,109818
40,25000,100.0,30003,Germany,119380
45,25000,70.0,50005,UK,134081
30,35000,30.0,40004,Germany,103108
55,75000,60.0,10001,UK,134664
70,95000,50.0,20002,Germany,130693
70,85000,100.0,30003,France,110964
45,55000,10.0,10001,Germany,117575
40,95000,100.0,50005,Germany,122206
50,95000,100.0,40004,UK,108498
70,75000,40.0,20002,UK,122534
45,75000,30.0,20002,UK,136592
50,45000,30.0,10001,Canada,128103
70,25000,40.0,10001,Germany,108882
65,95000,30.0,30003,France,101710
40,55000,40.0,50005,USA,126847
35,95000,90.0,20002,UK,139783
35,95000,10.0,30003,France,110077
60,55000,70.0,10001,USA,121550
50,55000,100.0,50005,Germany,135770
55,75000,80.0,50005,UK,107420
45,95000,20.0,30003,Germany,120592
60,85000,50.0,10001,UK,121190
55,75000,90.0,40004,France,126298
50,25000,80.0,40004,France,116765
30,65000,40.0,50005,France,122952
55,65000,70.0,30003,France,118157
25,35000,70.0,50005,USA,113402
50,45000,80.0,50005,Canada,109311
65,25000,50.0,30003,UK,102687
35,75000,50.0,30003,Canada,117737
65,65000,40.0,20002,UK,107734
60,95000,70.0,40004,Germany,113222
45,25000,80.0,50005,USA,123856
65,45000,100.0,20002,UK,137428
40,95000,60.0,30003,USA,101016
35,35000,50.0,30003,Germany,117255
50,95000,70.0,10001,UK,115671
25,95000,30.0,20002,USA,108154
30,25000,90.0,40004,France,113574
50,35000,60.0,50005,Germany,131922
45,35000,90.0,50005,France,133523
40,95000,90.0,20002,Germany,126697
65,95000,10.0,40004,UK,108239
50,35000,90.0,40004,Canada,124449
70,25000,50.0,30003,Canada,102934
30,75000,40.0,20002,France,103360
55,55000,40.0,20002,France,115727
55,85000,80.0,40004,UK,110354
70,25000,40.0,50005,Canada,125556
50,85000,100.0,30003,Germany,139000
25,95000,60.0,50005,Canada,113756
25,55000,80.0,10001,France,129690
50,75000,10.0,10001,Canada,135150
35,65000,40.0,30003,France,133495
30,95000,90.0,40004,UK,108012
45,25000,100.0,20002,USA,131063
50,95000,90.0,30003,Canada,120802
25,55000,30.0,30003,France,108658
50,25000,50.0,20002,USA,122155
65,35000,60.0,50005,USA,114133
45,25000,70.0,30003,France,113519
25,75000,80.0,10001,Canada,111259
55,35000,60.0,20002,Germany,124256
35,75000,50.0,30003,Canada,102508
65,95000,90.0,20002,Canada,135978
65,95000,90.0,20002,USA,110981
70,55000,90.0,30003,USA,137163
35,65000,100.0,30003,UK,130294
35,45000,90.0,20002,France,134388
65,95000,70.0,20002,Germany,105754
70,65000,40.0,20002,UK,122690
70,35000,30.0,20002,France,135913
55,75000,60.0,20002,Germany,133749
40,45000,90.0,40004,France,108774
35,65000,40.0,30003,USA,104081
30,45000,30.0,30003,UK,119479
35,25000,50.0,20002,Germany,107094
65,95000,100.0,10001,Canada,109230
70,85000,10.0,50005,France,122066
35,25000,60.0,40004,UK,104260
70,35000,20.0,10001,UK,134075
55,25000,90.0,20002,Germany,103295
25,45000,90.0,30003,UK,138116
30,85000,100.0,50005,France,132467
60,75000,40.0,30003,Germany,125578
60,35000,50.0,50005,Canada,103436
60,55000,80.0,50005,Canada,134364
65,75000,20.0,10001,Germany,129939
25,45000,30.0,20002,UK,129478
60,35000,10.0,40004,Germany,126690
30,95000,80.0,30003,Germany,130345
50,55000,80.0,20002,France,113732
70,95000,10.0,10001,France,126435
70,55000,30.0,30003,USA,134903
40,65000,70.0,30003,France,121655
30,45000,50.0,50005,France,110846
30,65000,90.0,10001,France,126394
55,95000,40.0,30003,Germany,114567
55,65000,30.0,20002,France,129149
50,75000,40.0,10001,UK,116873
55,55000,100.0,10001,USA,122237
45,85000,80.0,10001,USA,109787
55,35000,10.0,30003,UK,131402
60,55000,30.0,50005,Canada,123768
50,35000,10.0,50005,UK,107187
70,65000,70.0,40004,UK,111852
65,35000,60.0,10001,USA,132436
50,95000,60.0,40004,Germany,110962
40,85000,80.0,20002,Canada,132721
35,45000,20.0,20002,USA,102986
30,35000,60.0,30003,USA,122561
30,95000,50.0,10001,Germany,120072
55,65000,90.0,50005,Germany,139219
55,75000,40.0,50005,Canada,126874
40,45000,90.0,30003,Germany,133340
35,45000,60.0,30003,France,119020
50,65000,90.0,10001,USA,136223
70,55000,40.0,10001,USA,124539
65,35000,30.0,30003,France,133440
55,45000,10.0,50005,Germany,120932
60,25000,60.0,20002,UK,137697
70,95000,30.0,50005,France,110772
30,25000,100.0,20002,USA,120825
35,35000,100.0,20002,Germany,122277
35,55000,90.0,30003,France,138482
35,85000,60.0,40004,UK,107513
60,75000,70.0,50005,USA,138459
55,75000,40.0,40004,USA,139189
25,75000,60.0,50005,France,100518
60,45000,50.0,30003,France,139985
40,85000,50.0,20002,Canada,108689
50,95000,80.0,40004,Canada,137202
45,85000,50.0,40004,Germany,110716
65,55000,40.0,10001,Germany,137133
70,55000,40.0,40004,USA,106061
65,45000,80.0,30003,USA,131527
70,65000,90.0,30003,France,115374
35,75000,100.0,40004,Germany,129794
70,25000,20.0,10001,France,139470
45,95000,70.0,10001,UK,108165
60,75000,60.0,50005,USA,127306
65,95000,60.0,40004,Canada,133742
70,75000,10.0,10001,USA,101328
60,85000,50.0,20002,Germany,107398
25,45000,60.0,20002,Canada,123119
55,75000,80.0,20002,Canada,116478
50,75000,100.0,30003,Germany,128636
30,35000,60.0,10001,USA,122203
50,95000,30.0,50005,Germany,124057
45,25000,100.0,40004,Germany,114216
40,35000,50.0,10001,USA,108493
45,55000,90.0,50005,France,127540
65,75000,100.0,40004,Germany,100598
50,25000,30.0,50005,USA,104075
25,45000,60.0,50005,UK,133384
70,95000,90.0,50005,Canada,119957
40,85000,20.0,10001,Germany,100388
25,85000,70.0,40004,France,101633
40,65000,20.0,50005,USA,134644
40,45000,90.0,30003,France,103072
30,95000,50.0,30003,UK,103790
55,95000,100.0,30003,Germany,113514
55,85000,80.0,20002,France,126506
65,25000,70.0,50005,France,139510
45,85000,70.0,10001,Canada,104593
55,65000,30.0,30003,USA,107303
35,95000,80.0,10001,UK,116776
25,35000,50.0,40004,France,131197
25,25000,50.0,10001,USA,107342
35,35000,100.0,30003,USA,139045
40,25000,50.0,50005,Canada,122345
45,55000,30.0,10001,Germany,109806
30,65000,90.0,10001,Germany,125677
35,65000,40.0,30003,Canada,125120
30,95000,30.0,10001,Germany,130316
45,45000,60.0,10001,UK,113318
30,55000,80.0,30003,UK,123296
50,35000,90.0,50005,Canada,118426
40,55000,40.0,10001,France,108900
50,35000,90.0,50005,UK,106145
50,25000,80.0,40004,Germany,109889
40,95000,60.0,10001,USA,131284
30,85000,70.0,30003,UK,116694
35,75000,50.0,10001,Canada,120641
60,55000,30.0,10001,Canada,132407
60,95000,60.0,40004,UK,100457
45,25000,70.0,20002,Germany,119074
30,95000,40.0,40004,Germany,102561
40,75000,30.0,20002,Germany,117206
45,85000,90.0,30003,France,117172
50,55000,100.0,30003,USA,133724
60,25000,30.0,20002,UK,123549
30,45000,90.0,40004,Canada,123953
35,55000,20.0,30003,Canada,136198
55,25000,80.0,10001,USA,124881
45,65000,70.0,40004,Canada,109881
25,55000,90.0,30003,UK,123399
25,75000,70.0,30003,Germany,134411
45,45000,100.0,20002,France,115708
60,85000,80.0,20002,Canada,134254
45,55000,60.0,30003,USA,108357
50,55000,20.0,50005,Germany,112861
30,65000,30.0,20002,France,100023
45,35000,60.0,10001,Germany,125625
35,35000,70.0,30003,Canada,104562
30,35000,40.0,10001,UK,127060
65,75000,30.0,10001,France,138263
30,25000,70.0,50005,UK,119562
30,25000,80.0,10001,Germany,102557
45,65000,20.0,50005,UK,123621
50,45000,70.0,20002,Germany,104555
40,45000,10.0,10001,Germany,112821
35,55000,20.0,50005,Canada,105416
60,65000,10.0,50005,Canada,104960
55,45000,50.0,40004,Canada,114703
55,25000,80.0,10001,USA,117614
25,35000,40.0,40004,France,130299
70,85000,20.0,50005,France,103111
45,95000,40.0,30003,USA,126876
40,85000,60.0,50005,USA,109496
35,25000,80.0,30003,France,115239
70,35000,30.0,50005,Germany,100522
30,45000,20.0,50005,France,113235
35,45000,30.0,30003,Germany,139841
70,95000,70.0,10001,Canada,129988
65,65000,20.0,20002,USA,118905
35,25000,50.0,40004,USA,125285
45,75000,90.0,40004,Canada,120448
45,55000,50.0,10001,USA,128263
25,45000,90.0,10001,USA,118355
35,55000,100.0,50005,UK,136890
60,75000,60.0,50005,UK,136260
65,75000,40.0,40004,France,133217
35,85000,30.0,20002,UK,115584
45,45000,100.0,10001,France,128996
65,75000,70.0,50005,UK,135810
30,35000,30.0,40004,USA,120732
55,25000,40.0,50005,Germany,116488
25,25000,50.0,50005,France,128559
55,45000,10.0,20002,Germany,119308
45,75000,30.0,20002,Germany,135274
35,55000,90.0,50005,UK,126962
25,55000,40.0,40004,Canada,100500
50,95000,80.0,30003,USA,101587
60,35000,50.0,10001,Germany,129034
45,55000,60.0,30003,France,114173
30,45000,10.0,20002,UK,110243
35,75000,60.0,10001,UK,130185
50,75000,70.0,40004,France,134083
65,95000,20.0,40004,UK,134064
45,45000,70.0,20002,USA,101463
40,35000,60.0,10001,UK,106308
70,35000,30.0,30003,UK,104445
40,55000,80.0,20002,France,103515
65,65000,40.0,20002,Canada,109388
55,95000,70.0,30003,USA,106548
70,95000,50.0,20002,France,128882
45,55000,20.0,50005,Germany,101345
40,95000,80.0,20002,France,110434
60,45000,40.0,30003,USA,135487
55,55000,50.0,30003,UK,110068
65,65000,80.0,10001,USA,120806
65,45000,10.0,20002,Germany,112901
55,65000,20.0,30003,France,112813
40,35000,40.0,30003,Germany,120964
70,25000,90.0,30003,USA,126540
70,55000,20.0,40004,Canada,113070
70,25000,40.0,30003,Canada,138501
55,25000,70.0,40004,Canada,108691
55,85000,30.0,20002,France,101566
70,35000,10.0,40004,France,137247
40,55000,10.0,50005,Germany,121739
70,25000,90.0,30003,UK,119508
45,95000,70.0,20002,UK,129361
65,75000,80.0,10001,France,133184
35,95000,100.0,30003,UK,121357
25,95000,40.0,40004,France,111022
65,45000,90.0,10001,Canada,108995
25,55000,90.0,40004,USA,106183
70,85000,20.0,40004,Germany,113495
25,75000,30.0,20002,France,112234
65,65000,70.0,10001,France,119549
25,35000,20.0,30003,UK,113848
60,25000,80.0,50005,Canada,120940
45,45000,90.0,30003,Germany,126324
40,45000,40.0,30003,Canada,106336
55,75000,90.0,40004,France,100487
55,95000,90.0,10001,Canada,107976
60,25000,70.0,50005,France,106846
50,85000,40.0,30003,France,116106
65,45000,20.0,40004,Canada,120000
65,95000,50.0,50005,France,113601
60,85000,80.0,50005,USA,115535
40,25000,80.0,20002,Germany,138521
45,55000,70.0,30003,UK,134559
70,75000,50.0,50005,France,139152
50,55000,20.0,40004,USA,114315
35,85000,40.0,20002,USA,115151
70,45000,100.0,30003,Germany,111060
45,65000,10.0,40004,Germany,100412
70,55000,60.0,10001,Germany,138175
65,75000,40.0,40004,Germany,114982
50,25000,100.0,20002,France,116782
40,45000,40.0,20002,France,134962
35,85000,90.0,10001,France,137454
30,35000,20.0,20002,UK,101843
25,55000,40.0,10001,Canada,131654
60,25000,40.0,30003,Germany,116875
30,45000,80.0,30003,UK,138319
50,95000,70.0,50005,USA,129931
60,55000,50.0,40004,Canada,136576
55,75000,50.0,40004,France,131485
35,95000,90.0,50005,Canada,117105
70,35000,10.0,50005,Canada,127716
45,25000,30.0,50005,USA,105469
50,35000,80.0,30003,UK,117802
40,55000,70.0,40004,France,127544
30,75000,70.0,40004,Germany,104283
60,45000,80.0,30003,USA,123461
25,65000,100.0,10001,France,112582
55,35000,40.0,40004,USA,135420
70,95000,60.0,20002,UK,103445
50,35000,80.0,30003,Canada,128664
30,95000,90.0,40004,Germany,108867
30,85000,60.0,50005,UK,125302
35,75000,50.0,30003,UK,124375
25,55000,100.0,10001,USA,109314
50,85000,100.0,20002,Germany,115623
70,55000,10.0,20002,Canada,112730
70,65000,70.0,50005,Canada,134257
30,55000,60.0,10001,UK,125877
35,25000,20.0,10001,Canada,121890
45,45000,60.0,20002,France,130891
70,45000,60.0,50005,UK,122713
35,45000,50.0,40004,UK,117478
70,25000,20.0,50005,UK,135837
70,95000,80.0,30003,UK,134782
35,85000,10.0,50005,USA,132729
60,95000,80.0,30003,Germany,122001
60,65000,30.0,10001,Germany,108596
55,25000,100.0,40004,Germany,107538
70,65000,10.0,20002,Canada,125521
55,85000,70.0,40004,Canada,106415
70,75000,80.0,50005,Canada,138890
50,95000,30.0,50005,Canada,110609
65,65000,60.0,10001,UK,134376
35,95000,50.0,50005,Germany,139245
45,45000,20.0,50005,Germany,106928
45,45000,70.0,10001,USA,120881
55,95000,60.0,20002,USA,100328
25,25000,40.0,30003,Germany,119716
65,35000,100.0,10001,USA,108531
55,25000,40.0,30003,Canada,107886
40,45000,90.0,40004,USA,115702
40,45000,10.0,20002,Canada,137713
40,95000,100.0,10001,USA,102573
25,65000,70.0,50005,Canada,108294
35,95000,30.0,10001,Canada,106840
35,75000,70.0,10001,USA,133300
55,75000,20.0,30003,UK,136794
35,95000,80.0,10001,Germany,133290
70,55000,90.0,10001,Canada,115430
35,85000,20.0,10001,UK,106314
60,95000,10.0,20002,USA,129429
35,45000,20.0,50005,Germany,131993
40,65000,40.0,40004,USA,129906
40,95000,60.0,30003,France,127157
30,65000,70.0,20002,France,134740
35,35000,10.0,50005,Canada,130867
30,45000,60.0,20002,France,129740
50,65000,50.0,20002,USA,119113
35,65000,30.0,50005,Canada,118509
30,35000,80.0,50005,UK,135108
70,95000,60.0,50005,Canada,109553
50,25000,40.0,10001,UK,105176
35,65000,10.0,40004,Germany,116668
55,25000,30.0,20002,UK,107452
50,95000,10.0,30003,UK,105510
50,75000,60.0,20002,France,119795
50,25000,100.0,30003,France,136037
60,35000,90.0,10001,UK,129796
30,85000,10.0,40004,UK,122819
35,35000,60.0,20002,Canada,102439
65,45000,70.0,30003,USA,139572
65,25000,30.0,30003,Germany,117037
65,35000,100.0,40004,France,139447
70,85000,30.0,20002,USA,126891
35,85000,70.0,20002,USA,104917
70,65000,10.0,20002,France,123487
65,45000,10.0,50005,Canada,100214
25,95000,50.0,30003,UK,119904
30,85000,50.0,10001,USA,100080
25,85000,80.0,10001,Canada,127190
55,75000,10.0,10001,France,110731
45,55000,90.0,40004,Germany,126303
40,95000,60.0,10001,France,121604
60,45000,30.0,50005,UK,108609
55,55000,90.0,50005,Germany,120176
35,25000,50.0,50005,France,133114
70,85000,10.0,10001,UK,106049
65,55000,70.0,20002,Canada,111566
55,95000,80.0,20002,France,113798
25,95000,50.0,10001,USA,129957
35,95000,90.0,10001,USA,121695
65,55000,40.0,10001,Germany,129488
40,35000,40.0,20002,USA,107163
40,25000,30.0,50005,Germany,138881
30,25000,80.0,40004,Canada,109544
70,65000,50.0,50005,Canada,112983
55,95000,90.0,40004,UK,125261
50,85000,100.0,40004,Canada,101931
45,35000,10.0,30003,UK,132873
50,95000,30.0,20002,Canada,111758
40,95000,60.0,20002,UK,110282
25,95000,70.0,30003,France,101805
30,65000,100.0,30003,Germany,107098
45,55000,50.0,30003,Canada,130114
70,25000,50.0,20002,Canada,132281
25,75000,80.0,30003,Germany,119804
50,45000,70.0,10001,USA,108018
45,35000,10.0,40004,USA,112463
25,45000,10.0,30003,France,113535
40,45000,60.0,20002,Canada,112050
65,65000,10.0,10001,UK,114125
55,25000,20.0,50005,France,100606
50,35000,10.0,40004,USA,108699
25,25000,50.0,50005,Germany,104014
35,65000,60.0,40004,Canada,109562
50,85000,80.0,20002,USA,137684
65,65000,60.0,50005,UK,131258
60,35000,70.0,20002,UK,102163
55,95000,10.0,30003,Germany,104335
55,65000,10.0,10001,France,102182
40,95000,40.0,30003,USA,135081
70,95000,50.0,50005,USA,134567
30,25000,20.0,40004,USA,124829
70,25000,50.0,50005,France,136389
35,75000,50.0,40004,USA,107086
25,85000,80.0,20002,UK,102247
60,25000,70.0,50005,UK,128667
50,55000,60.0,30003,UK,130022
65,95000,20.0,30003,Germany,106321
40,85000,90.0,20002,UK,126391
30,25000,50.0,50005,France,101012
30,85000,60.0,30003,France,121403
65,45000,90.0,20002,UK,115924
40,65000,40.0,50005,Germany,106705
35,75000,50.0,40004,France,106350
65,85000,40.0,10001,UK,108429
25,75000,20.0,20002,UK,104803
40,45000,90.0,20002,France,116051
35,35000,80.0,20002,Germany,120777
65,45000,10.0,50005,UK,113646
40,65000,40.0,50005,UK,101957
60,75000,60.0,10001,Canada,126401
30,95000,50.0,50005,USA,104995
25,25000,30.0,50005,Canada,134016
25,55000,10.0,50005,France,118406
25,35000,70.0,20002,Canada,105314
40,75000,30.0,20002,UK,109829
50,95000,50.0,50005,USA,129561
70,45000,60.0,10001,USA,121291
70,45000,60.0,40004,UK,110617
25,65000,30.0,50005,UK,113416
25,75000,40.0,30003,France,131102
70,35000,70.0,30003,Canada,104003
25,45000,70.0,10001,USA,133971
25,65000,60.0,50005,Canada,124185
25,35000,10.0,20002,UK,126446
25,55000,70.0,50005,UK,117330
25,75000,90.0,20002,France,115194
30,45000,50.0,20002,France,132339
40,35000,100.0,50005,UK,114997
